"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"I watch the show every day and it is very entertaining. It provides updates of tech news, video games pretty much everything geek. They are also the official broadcasters of E3 and Comiccon. If you are a geek, gamers or anything really, you will enjoy this show. They have definitely upped their game since the guy below me's review (2006). It's the only place that I get my tech info. Kevin Pereira and Olivia Munn work [[beautifully]] with each other and the show always has segments referring to things in the game, movie, comic... Universe. If you know those universes you will understand the jokes. Long story short, aots is","I watch the show every day and it is very entertaining. It provides updates of tech news, video games pretty much everything geek. They are also the official broadcasters of E3 and Comiccon. If you are a geek, gamers or anything really, you will enjoy this show. They have definitely upped their game since the guy below me's review (2006). It's the only place that I get my tech info. Kevin Pereira and Olivia Munn work [[beatifully]] with each other and the show always has segments referring to things in the game, movie, comic... Universe. If you know those universes you will understand the jokes. Long story short, aots is",0.0006350874900817871,0.675760805606842,1.0,0.0,1.0,1702.0,"Successful"
"If you have enjoyed the Butterfly Effect, Donnie Darko or The Machinist, you will enjoy K-Pax too.<br /><br />To me, this movie felt really uplifting and yet depressing in the end. Spacey delivers a great performance as Prot. Also, lets not forget the appearance of Saul Williams in the movie, who i am a big fan of.<br /><br />After watching it, i recommended the movie to lots of my friends, and everyone was pretty much blown away.<br /><br />But still, it is very [[underrated]], maybe because of the lack of action and explosions. I'm sorry, this is not a movie about blowing things up, it's about how humans behave, and","If you have enjoyed the Butterfly Effect, Donnie Darko or The Machinist, you will enjoy K-Pax too.<br /><br />To me, this movie felt really uplifting and yet depressing in the end. Spacey delivers a great performance as Prot. Also, lets not forget the appearance of Saul Williams in the movie, who i am a big fan of.<br /><br />After watching it, i recommended the movie to lots of my friends, and everyone was pretty much blown away.<br /><br />But still, it is very [[underraged]], maybe because of the lack of action and explosions. I'm sorry, this is not a movie about blowing things up, it's about how humans behave, and",0.0021761655807495117,0.13915783166885376,1.0,1.0,1.0,1527.0,"Failed"
"I work at a nuclear power plant, so I am getting a kick out of these replies.<br /><br />Seriously, I do. Go to http://en.wikipedia.org/wiki/Palisades_Nuclear_Generating_Station and you can see where I work.<br /><br />I could not think of a safer industry to work in. We are required by procedures to report events as minor as paper cuts. Any issue identified as being a potential concern with respect to nuclear, radiological, or industrial safety is immediately reported in the corrective action process.<br /><br />Bottom line is that nuclear plants in the US operate with safety in the front of their mind.","I work at a nuclear power plant, so I am getting a kick out of these replies.<br /><br />Seriously, I do. Go to http://en.wikipedia.org/wiki/Palisades_Nuclear_Generating_Station and you can see where I work.<br /><br />I could not think of a safer industry to work in. We are required by procedures to report events as minor as paper cuts. Any issue identified as being a potential concern with respect to nuclear, radiological, or industrial safety is immediately reported in the corrective action process.<br /><br />Bottom line is that nuclear plants in the US operate with safety in the front of their mind.",0.9195270538330078,0.9195270538330078,0.0,0.0,1.0,1.0,"Skipped"
"This movie is [[honestly]] one of the greatest movies of all time...if you suffer from insomnia. It is a fool-proof way to guarantee hours of sleep at a time. As the movie slowly progresses, the audience slips into a state of unconsciousness and gradually loses sight of any sort of plot that the movie might actually contain. This effect is surely created due to the lack of sweet action/sweet babes.<br /><br />Also, Mr. Eisenstein was obviously unable to master the art of montage. A prime example of this is the scene on the Odessa steps. For no apparent reason, an event that in real life would have taken a matter","This movie is [[honeslty]] one of the greatest movies of all time...if you suffer from insomnia. It is a fool-proof way to guarantee hours of sleep at a time. As the movie slowly progresses, the audience slips into a state of unconsciousness and gradually loses sight of any sort of plot that the movie might actually contain. This effect is surely created due to the lack of sweet action/sweet babes.<br /><br />Also, Mr. Eisenstein was obviously unable to master the art of montage. A prime example of this is the scene on the Odessa steps. For no apparent reason, an event that in real life would have taken a matter",0.008066177368164062,0.06635105609893799,0.0,0.0,0.0,1757.0,"Failed"
"The Late Shift is a great book, I read the book several years ago, and I was transfixed at the cutthroat debauchery that went on when Johnny Carson retired and Jay Leno and Johnny Carson tried to grab his spot. When the movie came out, I snagged a VHS copy of the movie, and having reread the book recently, it's hard to say which I enjoy more, because they're quite equal in the [[amount]] of information conveyed. The two lead actors, John Michael Higgins, and Daniel Roebuck, two actors I never heard of before, and haven't heard of since, play Leno and Letterman convincingly, despite Letterman's dismissal of his portrayal","The Late Shift is a great book, I read the book several years ago, and I was transfixed at the cutthroat debauchery that went on when Johnny Carson retired and Jay Leno and Johnny Carson tried to grab his spot. When the movie came out, I snagged a VHS copy of the movie, and having reread the book recently, it's hard to say which I enjoy more, because they're quite equal in the [[amoynt]] of information conveyed. The two lead actors, John Michael Higgins, and Daniel Roebuck, two actors I never heard of before, and haven't heard of since, play Leno and Letterman convincingly, despite Letterman's dismissal of his portrayal",0.0018334388732910156,0.42189472913742065,1.0,1.0,1.0,1735.0,"Failed"
"In 1929, director Walt Disney and animator Ub Iwerks changed the face of animation with the release of the very first [[installment]] of their ""Silly Symphonies"" series, ""The Skeleton Dance"". Iwerks and Disney had been collaborating together since the early 20s, in Disney's ""Laugh-O-Gram"" cartoon series; however, their friendship suffered a tremendous blow when Iwerks accepted an offer by a competitor to leave Disney and start his own animation studio. That was the birth of Celebrity Productions, where Iwerks continued developing his style and technique (and where he created the character of Flip the Frog). While his work kept the same high quality, it wasn't really popular and by 1936","In 1929, director Walt Disney and animator Ub Iwerks changed the face of animation with the release of the very first [[insallment]] of their ""Silly Symphonies"" series, ""The Skeleton Dance"". Iwerks and Disney had been collaborating together since the early 20s, in Disney's ""Laugh-O-Gram"" cartoon series; however, their friendship suffered a tremendous blow when Iwerks accepted an offer by a competitor to leave Disney and start his own animation studio. That was the birth of Celebrity Productions, where Iwerks continued developing his style and technique (and where he created the character of Flip the Frog). While his work kept the same high quality, it wasn't really popular and by 1936",0.030500292778015137,0.969545841217041,1.0,0.0,1.0,2216.0,"Successful"
"Isabelle Huppert is a wonderful actor. The director of ""La Pianiste"" understands this, providing the viewer with long takes of Huppert's face, and these are a pleasure to see. Huppert is not an animated actor--she registers emotion with the smallest lift of an eyebrow or flicker of a smile.<br /><br />Other than the enjoyment of watching an experienced actor excel in her profession, there is [[nothing]] in this movie that makes me want to recommend it. (Well, if you enjoy self-mutilation, sado-masochism, and bizarre behavior, ""La Pianiste"" might work for you. Other than these attributes, I could not find any redeeming value in it.)<br /><br />Buried in all this strange","Isabelle Huppert is a wonderful actor. The director of ""La Pianiste"" understands this, providing the viewer with long takes of Huppert's face, and these are a pleasure to see. Huppert is not an animated actor--she registers emotion with the smallest lift of an eyebrow or flicker of a smile.<br /><br />Other than the enjoyment of watching an experienced actor excel in her profession, there is [[nothijg]] in this movie that makes me want to recommend it. (Well, if you enjoy self-mutilation, sado-masochism, and bizarre behavior, ""La Pianiste"" might work for you. Other than these attributes, I could not find any redeeming value in it.)<br /><br />Buried in all this strange",0.0008510351181030273,0.001462101936340332,0.0,0.0,0.0,2026.0,"Failed"
"[[Worst]]. Movie. Ever. I can't believe they had to hire Jeremy Irons to give this piece of crap some credibility - and still failed. Did they think that if they stuck to the plot of the book that their target audience wouldn't be able to figure it out on their own? (probably). ""Hey, let's make lots of things explode and give Mina big boobs, and have her speak in an adorably fake broken English. That'll make the morons watch."" ""But sir, that's not how the book went at all, I think we're mot being faithful to Mr. Wells' message."" ""F*ck it, we're going to the box office here, never mind","[[Worxt]]. Movie. Ever. I can't believe they had to hire Jeremy Irons to give this piece of crap some credibility - and still failed. Did they think that if they stuck to the plot of the book that their target audience wouldn't be able to figure it out on their own? (probably). ""Hey, let's make lots of things explode and give Mina big boobs, and have her speak in an adorably fake broken English. That'll make the morons watch."" ""But sir, that's not how the book went at all, I think we're mot being faithful to Mr. Wells' message."" ""F*ck it, we're going to the box office here, never mind",0.001177966594696045,0.001749575138092041,0.0,0.0,0.0,1344.0,"Failed"
"I saw this film in a Cinema-Club in Germany in 1970. Most of the attendees were from the local private school at which I was teaching. I had seen a few Godard films previously while I lived in France, and, though they hadn't been my favorites, I could at least make sense of them. Being able to speak French helped.<br /><br />The fairly innocuous beginning of ""Le week-end"" soon turned into a kaleidoscope of images, very well, maybe too well photographed, that soon made no [[sense]] to me. For me, films, like books, must have some clear sort of meaning. This didn't for me. I suppose I'm not ""into"" artsy","I saw this film in a Cinema-Club in Germany in 1970. Most of the attendees were from the local private school at which I was teaching. I had seen a few Godard films previously while I lived in France, and, though they hadn't been my favorites, I could at least make sense of them. Being able to speak French helped.<br /><br />The fairly innocuous beginning of ""Le week-end"" soon turned into a kaleidoscope of images, very well, maybe too well photographed, that soon made no [[srnse]] to me. For me, films, like books, must have some clear sort of meaning. This didn't for me. I suppose I'm not ""into"" artsy",0.006117582321166992,0.9306334257125854,0.0,1.0,0.0,1501.0,"Successful"
"Oh yeah, this one is definitely a strong [[contender]] to win the questionable award of ""worst 80's slasher ever made"". ""The Prey"" has got everything you usually want to avoid in a horror flick: a routine, derivative plot that you've seen a thousand times before (and better), insufferable characters and terrible performances, a complete lack of gore and suspense, fuzzy photography and unoriginal locations and  most irritating of all  the largest amount of pointless padding footage you've ever encountered in your life (and that's not an exaggeration but a guarantee!). Apart from the seemingly endless amount of National Geographic stock footage, which I'll expand upon later, this film","Oh yeah, this one is definitely a strong [[comtender]] to win the questionable award of ""worst 80's slasher ever made"". ""The Prey"" has got everything you usually want to avoid in a horror flick: a routine, derivative plot that you've seen a thousand times before (and better), insufferable characters and terrible performances, a complete lack of gore and suspense, fuzzy photography and unoriginal locations and  most irritating of all  the largest amount of pointless padding footage you've ever encountered in your life (and that's not an exaggeration but a guarantee!). Apart from the seemingly endless amount of National Geographic stock footage, which I'll expand upon later, this film",0.000687718391418457,0.0008764863014221191,0.0,0.0,0.0,2273.0,"Failed"
"I watched this movie at the first showing available in my area, and it was quite clear that most people didn't get the movie. Even if you don't, it's a [[good]] movie with some interesting character development. It is a thoroughly human story about some very imperfect people in a backwoods southern town, and really speaks to the root of the blues. If you don't know what the ""Black Snake Moan"" is by the time you leave the theater, you didn't get it. And no.. it's not just a song. Christina Ricci does a great job and is thoroughly convincing in her role, as is Samuel L Jackson. I think","I watched this movie at the first showing available in my area, and it was quite clear that most people didn't get the movie. Even if you don't, it's a [[gopd]] movie with some interesting character development. It is a thoroughly human story about some very imperfect people in a backwoods southern town, and really speaks to the root of the blues. If you don't know what the ""Black Snake Moan"" is by the time you leave the theater, you didn't get it. And no.. it's not just a song. Christina Ricci does a great job and is thoroughly convincing in her role, as is Samuel L Jackson. I think",0.0003178119659423828,0.0004953145980834961,1.0,1.0,1.0,1398.0,"Failed"
"Dear Mr Dante, <br /><br />Dude, seriously... the title of the show is ""Masters of Horror"". And be that as it may, it is supposed to be an opportunity to show of your horror chops, to show the world why you deserve to be called a ""master"" of the genre. Appearantly you misunderstood the exercise. Appearantly you thought it was your opportunity (or worse, your duty) to educate the American public on your political beliefs. And your [[attempt]] comes off as disgusting, overbearing, and above all preachy.<br /><br />The only reason ANYONE marked your short as a high score is because their political views match yours and they are the","Dear Mr Dante, <br /><br />Dude, seriously... the title of the show is ""Masters of Horror"". And be that as it may, it is supposed to be an opportunity to show of your horror chops, to show the world why you deserve to be called a ""master"" of the genre. Appearantly you misunderstood the exercise. Appearantly you thought it was your opportunity (or worse, your duty) to educate the American public on your political beliefs. And your [[attmept]] comes off as disgusting, overbearing, and above all preachy.<br /><br />The only reason ANYONE marked your short as a high score is because their political views match yours and they are the",0.007592737674713135,0.04375332593917847,0.0,0.0,0.0,1625.0,"Failed"
"If this movie was made two years earlier it could have been a lot better. But unfortunately, it was made in the decade that had no idea about how a horror movie was supposed to look or act. When I first heard about this movie, people on IMDb were classifying it as the sequel to Cheerleader Camp. Oh how wrong they were. Yes, Betsy Russell was in it but Uma Thurman sure wasn't. I'd really like to find the person who started that whole sequel rumor. I'm sure a lot of us would though. I'm not gonna give anything away because [[frankly]] I don't remember how this movie even ends!","If this movie was made two years earlier it could have been a lot better. But unfortunately, it was made in the decade that had no idea about how a horror movie was supposed to look or act. When I first heard about this movie, people on IMDb were classifying it as the sequel to Cheerleader Camp. Oh how wrong they were. Yes, Betsy Russell was in it but Uma Thurman sure wasn't. I'd really like to find the person who started that whole sequel rumor. I'm sure a lot of us would though. I'm not gonna give anything away because [[frahkly]] I don't remember how this movie even ends!",0.0012217164039611816,0.005145430564880371,0.0,0.0,0.0,1349.0,"Failed"
"This is a [[skillfully]] crafted piece of cinema that deals with a teenage boys confused sexuality.The cut scenes within can be lengthy but the cinematography is beautiful.This film would not appeal to many people, especially those who are queasy about gay teenage relationships, but the more open minded can sympathize with the puzzled protagonist.","This is a [[skiCllfully]] crafted piece of cinema that deals with a teenage boys confused sexuality.The cut scenes within can be lengthy but the cinematography is beautiful.This film would not appeal to many people, especially those who are queasy about gay teenage relationships, but the more open minded can sympathize with the puzzled protagonist.",0.0003139972686767578,0.7484186887741089,1.0,0.0,1.0,1130.0,"Successful"
"Helen (Kate Capshaw) owns a bookstore in the sleepy, coastal town of Loblolly by the Sea. [[Divorced]], Helen has a young daughter who is going to camp for the summer, giving mother a bit more freedom. Working at Helen's store are the manager, Janet (Ellen DeGeneres), a man-crazy village-gossip girl who has eyes for the handsome fireman, George (Tom Selleck), and two young college students, Jennifer (Julianne Nicholson) and Johnny (Tom Everett Scott). One day, Helen stumbles across a romantic, tender love letter and she suspects that Johnny has written it for her. Throwing caution to the wind, Helen and Johnny begin a small-time ""thing"". But, the letter subsequently lands","Helen (Kate Capshaw) owns a bookstore in the sleepy, coastal town of Loblolly by the Sea. [[Divoeced]], Helen has a young daughter who is going to camp for the summer, giving mother a bit more freedom. Working at Helen's store are the manager, Janet (Ellen DeGeneres), a man-crazy village-gossip girl who has eyes for the handsome fireman, George (Tom Selleck), and two young college students, Jennifer (Julianne Nicholson) and Johnny (Tom Everett Scott). One day, Helen stumbles across a romantic, tender love letter and she suspects that Johnny has written it for her. Throwing caution to the wind, Helen and Johnny begin a small-time ""thing"". But, the letter subsequently lands",0.028809666633605957,0.10524636507034302,1.0,1.0,1.0,2139.0,"Failed"
"What can be said about a movie about a cross dressing gangster? Not that much. With the average indie style film-making, this film has the timing all wrong. Editing is just awful. As far as the gangster story, it might have been pulled off if the gangsters didn't lack character. Everyone just seemed to be there for some sort of punch line. None of which were funny. The usual suspects in this film are the hooker with the heart of gold, the dying mafia father that wishes his son would make his business legit, the best friend with the ""zany"" one-liners. But the main character, the gangster that [[likes]] to","What can be said about a movie about a cross dressing gangster? Not that much. With the average indie style film-making, this film has the timing all wrong. Editing is just awful. As far as the gangster story, it might have been pulled off if the gangsters didn't lack character. Everyone just seemed to be there for some sort of punch line. None of which were funny. The usual suspects in this film are the hooker with the heart of gold, the dying mafia father that wishes his son would make his business legit, the best friend with the ""zany"" one-liners. But the main character, the gangster that [[liues]] to",0.0007829666137695312,0.000933229923248291,0.0,0.0,0.0,1521.0,"Failed"
"I can't say if ""The Cavern"" is a ripoff of ""The Cave"" because I haven't seen that. I've seen ""The Descent"" and that's not terrible but it is very hard to watch and so is this one. Hard to watch, as in, there's very [[little]] light and lots of fast motion so you're hard pressed to say what you're looking at. There are times when I guess, you're supposed to be scared, judging from the music, but scared of what? Bad camera work? Poor lighting? If that's the case than this should be the scariest movie made. The story is that a bunch of cave explorers go to a cave","I can't say if ""The Cavern"" is a ripoff of ""The Cave"" because I haven't seen that. I've seen ""The Descent"" and that's not terrible but it is very hard to watch and so is this one. Hard to watch, as in, there's very [[litle]] light and lots of fast motion so you're hard pressed to say what you're looking at. There are times when I guess, you're supposed to be scared, judging from the music, but scared of what? Bad camera work? Poor lighting? If that's the case than this should be the scariest movie made. The story is that a bunch of cave explorers go to a cave",0.3005015254020691,0.9986539483070374,0.0,1.0,0.0,1145.0,"Successful"
"Why this [[worthless]] piece of French cinema has garnered any sort of attention, other than negative, is beyond me.<br /><br />Don't bother renting this one. It shouldn't have even come into this country.","Why this [[worthpess]] piece of French cinema has garnered any sort of attention, other than negative, is beyond me.<br /><br />Don't bother renting this one. It shouldn't have even come into this country.",0.0012134909629821777,0.981175422668457,0.0,1.0,0.0,473.0,"Successful"
"imagination must of slipped Jim Wynorski mind when he wrote the script to this one. i don't mind when the animals scenes are almost identical but when the actors repeat lines from other movies is going a little too far. I did enjoy seeing Jay Richardson and Glori Ann Gilbert get eaten. Gloria brings [[nothing]] to a movie but her tits (my husbands sentiments). Jerri Manthey should of stayed on survival island her acting is stiff, unbelievable and she just a plain boor. liked the scene where the cobra comes out of the ocean eats the guy then for added flavor destroys the dingy. At least we know the next","imagination must of slipped Jim Wynorski mind when he wrote the script to this one. i don't mind when the animals scenes are almost identical but when the actors repeat lines from other movies is going a little too far. I did enjoy seeing Jay Richardson and Glori Ann Gilbert get eaten. Gloria brings [[notying]] to a movie but her tits (my husbands sentiments). Jerri Manthey should of stayed on survival island her acting is stiff, unbelievable and she just a plain boor. liked the scene where the cobra comes out of the ocean eats the guy then for added flavor destroys the dingy. At least we know the next",0.0010630488395690918,0.0016660094261169434,0.0,0.0,0.0,1618.0,"Failed"
"This movie is one of the worse examples of hype. People who read IMDb comments might be tempted to view this total waste of time, as I was, by false tag-lines like "" A throwback to 80's horror"" and what-not. This movie sucks, from the acting to the directing to the story. Horrible, all across the board. And I really like GOOD horror films, I am not at all a snob. This sucked. For [[reference]], I loved The Grudge 1 and 2, Black Sheep, Planet Terror, Texas Chaisaw Massacre The Beginning, The Others, The Ring, Jason X, Slither, Planet Terror, and really hated The Ring 2, Texas Chainsaw Massacre(re-make)Wolf Creek,","This movie is one of the worse examples of hype. People who read IMDb comments might be tempted to view this total waste of time, as I was, by false tag-lines like "" A throwback to 80's horror"" and what-not. This movie sucks, from the acting to the directing to the story. Horrible, all across the board. And I really like GOOD horror films, I am not at all a snob. This sucked. For [[refetence]], I loved The Grudge 1 and 2, Black Sheep, Planet Terror, Texas Chaisaw Massacre The Beginning, The Others, The Ring, Jason X, Slither, Planet Terror, and really hated The Ring 2, Texas Chainsaw Massacre(re-make)Wolf Creek,",0.0007063150405883789,0.0007606744766235352,0.0,0.0,0.0,1782.0,"Failed"
"The movie Jennifer with Ida Lupino and Howard Duff is film noir magnificence.This is a mostly unknown movie that all film noir fans should see.Jennifer was filmed with the most unusual camera angles for that time, which made the movie have a surreal like quality at times. I love the stark black and white film noir movies.Film noir in color is not as good.The cast and script is [[excellent]].The rather creepy music is fun to listen to.Ida Lupino is one of the best and talented actresses to ever grace the screen.I have never seen a production that she was in that I did not like.She was not only breathtakingly beautiful,she","The movie Jennifer with Ida Lupino and Howard Duff is film noir magnificence.This is a mostly unknown movie that all film noir fans should see.Jennifer was filmed with the most unusual camera angles for that time, which made the movie have a surreal like quality at times. I love the stark black and white film noir movies.Film noir in color is not as good.The cast and script is [[ecxellent]].The rather creepy music is fun to listen to.Ida Lupino is one of the best and talented actresses to ever grace the screen.I have never seen a production that she was in that I did not like.She was not only breathtakingly beautiful,she",0.0003733634948730469,0.9856832027435303,1.0,0.0,1.0,1616.0,"Successful"
"Stephen Hawkings is a genius. He is the king of geniuses. Watching this movie makes me feel dumb. But it's a [[great]] movie. Not highly entertaining, but very very intriguing. The movie centers around wheelchair bound Stephen Hawkings, a man who makes Einstein look average, and his theories and scientific discoveries about the universe, time, the galaxy, and black holes. Everyone at sometime or another during a really intense high comes to a moment when they think they'v got the universe and the cosmos figured out and they swear as soon as they sober up they'll write it all down. Well here is a man who actually held that feeling","Stephen Hawkings is a genius. He is the king of geniuses. Watching this movie makes me feel dumb. But it's a [[grfat]] movie. Not highly entertaining, but very very intriguing. The movie centers around wheelchair bound Stephen Hawkings, a man who makes Einstein look average, and his theories and scientific discoveries about the universe, time, the galaxy, and black holes. Everyone at sometime or another during a really intense high comes to a moment when they think they'v got the universe and the cosmos figured out and they swear as soon as they sober up they'll write it all down. Well here is a man who actually held that feeling",0.000551760196685791,0.9988239407539368,1.0,0.0,1.0,1851.0,"Successful"
"I have never read Sarah Water's book. Although I have not read the book, the 3 hour movie is very [[interesting]]. It begins with an interesting storyline with a twisted ending. I have to say these 2 actresses are amazing. Sally Hawkins is stunning successfully portrayed the character in love with her mistress and betrayed by her love. Their romance slowly blossoms as they spend more and more time together. The love making scene is very tender and emotional, well acted. The end is quite intriguing and these 2 ended up together after all they have been thru, which is a bless. Overall, it is a great movie to see,","I have never read Sarah Water's book. Although I have not read the book, the 3 hour movie is very [[iteresting]]. It begins with an interesting storyline with a twisted ending. I have to say these 2 actresses are amazing. Sally Hawkins is stunning successfully portrayed the character in love with her mistress and betrayed by her love. Their romance slowly blossoms as they spend more and more time together. The love making scene is very tender and emotional, well acted. The end is quite intriguing and these 2 ended up together after all they have been thru, which is a bless. Overall, it is a great movie to see,",0.0004163384437561035,0.10861176252365112,1.0,1.0,1.0,1691.0,"Failed"
"I have recently become a huge fan of Patton Oswalt. I think he's the most deliciously original comedian to come along in ages. He is refreshing and fearless in his routines, which run the gamut of topics from how much Bush sucks to the sleazy exploits of 1970s producer Robert Evans. I'm a longtime fan of Maria Bamford and her wide-eyed innocent/schizophrenic routine. Whenever she effortlessly switches her naturally high-pitched voice to one that is clipped and throaty, I can't help but giggle. I liked Brian Posehn long before I even knew he was on ""Just Shoot Me"", and there is something so innately funny about his aging nerd persona.","I have recently become a huge fan of Patton Oswalt. I think he's the most deliciously original comedian to come along in ages. He is refreshing and fearless in his routines, which run the gamut of topics from how much Bush sucks to the sleazy exploits of 1970s producer Robert Evans. I'm a longtime fan of Maria Bamford and her wide-eyed innocent/schizophrenic routine. Whenever she effortlessly switches her naturally high-pitched voice to one that is clipped and throaty, I can't help but giggle. I liked Brian Posehn long before I even knew he was on ""Just Shoot Me"", and there is something so innately funny about his aging nerd persona.",0.9990169405937195,0.9990169405937195,1.0,1.0,0.0,1.0,"Skipped"
"I really [[liked]] the Movie ""JOE."" It has really become a cult classic among certain age groups.<br /><br />The Producer of this movie is a personal friend of mine. He is my Stepsons Father-In-Law. He lives in Manhattan's West side, and has a Bungalow. in Southampton, Long Island. His son-in-law live next door to his Bungalow.<br /><br />Presently, he does not do any Producing, But dabbles in a business with HBO movies.<br /><br />As a person, Mr. Gil is a real gentleman and I wish he would have continued in the production business of move making.","I really [[liued]] the Movie ""JOE."" It has really become a cult classic among certain age groups.<br /><br />The Producer of this movie is a personal friend of mine. He is my Stepsons Father-In-Law. He lives in Manhattan's West side, and has a Bungalow. in Southampton, Long Island. His son-in-law live next door to his Bungalow.<br /><br />Presently, he does not do any Producing, But dabbles in a business with HBO movies.<br /><br />As a person, Mr. Gil is a real gentleman and I wish he would have continued in the production business of move making.",0.0006811618804931641,0.29753345251083374,1.0,1.0,1.0,1522.0,"Failed"
"I was looking forward to watching this movie, and it does contain very interesting perspectives from Iraqis all over the country, not just in major areas.<br /><br />However, as the film went on, and as it seemed to become increasingly more one-sided, I started wondering who had edited the film. To get several hundreds of hours down to just 80 minutes, obviously decisions had to be made.<br /><br />I [[would]] have really enjoyed a film that showed how everyday Iraqis felt on all sides of the issues, but with the newspaper headlines in contrast to what people were saying, and with everyone in the movie having the same opinion at","I was looking forward to watching this movie, and it does contain very interesting perspectives from Iraqis all over the country, not just in major areas.<br /><br />However, as the film went on, and as it seemed to become increasingly more one-sided, I started wondering who had edited the film. To get several hundreds of hours down to just 80 minutes, obviously decisions had to be made.<br /><br />I [[wojld]] have really enjoyed a film that showed how everyday Iraqis felt on all sides of the issues, but with the newspaper headlines in contrast to what people were saying, and with everyone in the movie having the same opinion at",0.004353702068328857,0.012950241565704346,0.0,0.0,0.0,1692.0,"Failed"
"I have been hooked on ""GG"" since midway through 2001-2002 (2nd season), when I tuned in to see ""Smallville"" 10 minutes early. Thanks to ""Beginnings"", I now have all but 2 episodes on tape, right up through last night (Ep. 4.9). I am a middle-aged straight male, and this is the ONLY weekly TV show I watch.<br /><br /> I [[love]] this series because: a) Lauren Graham is a damn fine-looking woman, and funny and smart to boot; b) the dialogue is extremely well-written; c) it is flat-out hilarious, putting overrated garbage like ""Everybody Loves Raymond"" to shame. Many current TV comedies have been heavily influenced by the highly successful","I have been hooked on ""GG"" since midway through 2001-2002 (2nd season), when I tuned in to see ""Smallville"" 10 minutes early. Thanks to ""Beginnings"", I now have all but 2 episodes on tape, right up through last night (Ep. 4.9). I am a middle-aged straight male, and this is the ONLY weekly TV show I watch.<br /><br /> I [[lofe]] this series because: a) Lauren Graham is a damn fine-looking woman, and funny and smart to boot; b) the dialogue is extremely well-written; c) it is flat-out hilarious, putting overrated garbage like ""Everybody Loves Raymond"" to shame. Many current TV comedies have been heavily influenced by the highly successful",0.0005146265029907227,0.002714395523071289,1.0,1.0,1.0,1791.0,"Failed"
"I am utterly astonished at how over-rated ""Cemetery Man"" is among horror fans! Now, I usually welcome movies that blend two or more kinds of genre-styles into one and I love just about every zombie-comedy I have ever seen. To my [[dismay]], this Italian cult-classic really didn't show me a lot to get too pumped up about... It follows the unusual duties of a full-time cemetery care-taker and his retarded, man-child, Curly Joe looking assistant as they seem to primarily dispose of the recently deceased who pop out of the ground seven days after their initial death. He meets a widow whom he ""wows"" with some grisly grave-yard atmosphere and","I am utterly astonished at how over-rated ""Cemetery Man"" is among horror fans! Now, I usually welcome movies that blend two or more kinds of genre-styles into one and I love just about every zombie-comedy I have ever seen. To my [[djismay]], this Italian cult-classic really didn't show me a lot to get too pumped up about... It follows the unusual duties of a full-time cemetery care-taker and his retarded, man-child, Curly Joe looking assistant as they seem to primarily dispose of the recently deceased who pop out of the ground seven days after their initial death. He meets a widow whom he ""wows"" with some grisly grave-yard atmosphere and",0.2133331298828125,0.9959039688110352,0.0,1.0,0.0,1831.0,"Successful"
"This is a new approach to comedy. It isn't [[funny]].<br /><br />The joke is that this, in and of itself, is supposed to be funny.<br /><br />The story is based on a French short story, located in Paris, and the characters have French names. Louis Aubinard, for example ... played by ... Bob Hoskins? The movie also stars the equally French Jeff Goldblum and Natasha Richardson. The situations are similar to and the characters perform as if in those Carry-On movies from years back.<br /><br />I believe these are also jokes - to cast these actors who make no attempt to act French in any way, to have them cavort","This is a new approach to comedy. It isn't [[fnuny]].<br /><br />The joke is that this, in and of itself, is supposed to be funny.<br /><br />The story is based on a French short story, located in Paris, and the characters have French names. Louis Aubinard, for example ... played by ... Bob Hoskins? The movie also stars the equally French Jeff Goldblum and Natasha Richardson. The situations are similar to and the characters perform as if in those Carry-On movies from years back.<br /><br />I believe these are also jokes - to cast these actors who make no attempt to act French in any way, to have them cavort",0.0018065571784973145,0.9965105056762695,0.0,1.0,0.0,1471.0,"Successful"
"This is one of the strangest things on TV. It is set in a bizarrely underpopulated Midlands superb called Leatherbridge which seems to be the dullest place in the country. It features a bar with no visible staff or customers, a university with no students, a police station with no criminals and a doctors' surgery with more doctors than patients. The story lines are [[dire]] - every episode revolves round a bizarre medical issue acted out by a variety of brummie extras who can never actually act, and for some reason the doctor always ends up round their house solving their problem. Pretty entertaining for its pure comedy value, but","This is one of the strangest things on TV. It is set in a bizarrely underpopulated Midlands superb called Leatherbridge which seems to be the dullest place in the country. It features a bar with no visible staff or customers, a university with no students, a police station with no criminals and a doctors' surgery with more doctors than patients. The story lines are [[djre]] - every episode revolves round a bizarre medical issue acted out by a variety of brummie extras who can never actually act, and for some reason the doctor always ends up round their house solving their problem. Pretty entertaining for its pure comedy value, but",0.0010550618171691895,0.004534542560577393,0.0,0.0,0.0,1986.0,"Failed"
