"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Kevin Kline offers a brilliant comic turn in the 1997 comedy IN & OUT. Kline plays Howard Brackett, a small town history teacher who excitedly sits down to watch the Academy Awards this year because one of his former students (Matt Dillon) is a nominee. He is nominated for his performance in a film where he plays a gay soldier and when he wins, he thanks Howard in his speech for inspiring him because Howard is gay. Now this [[floors]] Howard because he as no clue why thus guy would say this on international television. Howard is even engaged to be married (to Joan Cusack, in an Oscar-nominated performance)so he","Kevin Kline offers a brilliant comic turn in the 1997 comedy IN & OUT. Kline plays Howard Brackett, a small town history teacher who excitedly sits down to watch the Academy Awards this year because one of his former students (Matt Dillon) is a nominee. He is nominated for his performance in a film where he plays a gay soldier and when he wins, he thanks Howard in his speech for inspiring him because Howard is gay. Now this [[floprs]] Howard because he as no clue why thus guy would say this on international television. Howard is even engaged to be married (to Joan Cusack, in an Oscar-nominated performance)so he",0.037670254707336426,0.9885901808738708,1.0,0.0,1.0,1719.0,"Successful"
"Friday the 13th meets the Matrix. As with all of these [[stupid]] horror movies, everyone knows who has been killed and who will be killed next, but do nothing to prevent anything, all with the added CGI action effects from the Matrix. Hasn't the world seen enough Matrix reproductions?","Friday the 13th meets the Matrix. As with all of these [[sgupid]] horror movies, everyone knows who has been killed and who will be killed next, but do nothing to prevent anything, all with the added CGI action effects from the Matrix. Hasn't the world seen enough Matrix reproductions?",0.032395362854003906,0.9790410995483398,0.0,1.0,0.0,766.0,"Successful"
"First half of the movie scared the hell out of me and normally I'm not easy to scare, but second half of this thriller didn't work quite a well, but still very [[scary]]! A good thriller, than use simple ways to make good horror. Lowbudget, set in Russia, unknown cast, and made in Europe. but still great fun, and yes there is a few laughs throw in for good matters as well!","First half of the movie scared the hell out of me and normally I'm not easy to scare, but second half of this thriller didn't work quite a well, but still very [[scOary]]! A good thriller, than use simple ways to make good horror. Lowbudget, set in Russia, unknown cast, and made in Europe. but still great fun, and yes there is a few laughs throw in for good matters as well!",0.0004259943962097168,0.6193133592605591,1.0,0.0,1.0,870.0,"Successful"
"Nothing Carson Daly has EVER said or done on this show has EVER made me laugh, or even smile a little. I DO NOT understand how this show has survived for so many years.<br /><br />Even the ""funny"" band member is just like one of those kids in high school who thinks nobody is good enough to even look at him. Daly and that dude are just arrogant frat boys. It seems like they don't even try to be a little funny.<br /><br />AWFUL AWFUL AWFUL show.<br /><br />It makes my soul cry.<br /><br />I just cannot stress enough how [[AWFUL]] this show is. Don't watch it. But if you","Nothing Carson Daly has EVER said or done on this show has EVER made me laugh, or even smile a little. I DO NOT understand how this show has survived for so many years.<br /><br />Even the ""funny"" band member is just like one of those kids in high school who thinks nobody is good enough to even look at him. Daly and that dude are just arrogant frat boys. It seems like they don't even try to be a little funny.<br /><br />AWFUL AWFUL AWFUL show.<br /><br />It makes my soul cry.<br /><br />I just cannot stress enough how [[AFUL]] this show is. Don't watch it. But if you",0.0016562938690185547,0.004746794700622559,0.0,0.0,0.0,1207.0,"Failed"
"So glad I have HBO right now. I didn't plan on watching a movie today, but when I got home and saw that the next movie on HBO was this one I decided (based on the description) to at least give it a shot. I'm so glad I decided to watch this movie! Maybe this movie just caught me at a vulnerable moment (I'm a little stressed out, got a huge test to be studying for), but it definitely gave me quite the perspective on [[friendship]] not to mention taught me a valuable lesson on empathy. I'm currently one year away from graduating from pharmacy school and the whole scene","So glad I have HBO right now. I didn't plan on watching a movie today, but when I got home and saw that the next movie on HBO was this one I decided (based on the description) to at least give it a shot. I'm so glad I decided to watch this movie! Maybe this movie just caught me at a vulnerable moment (I'm a little stressed out, got a huge test to be studying for), but it definitely gave me quite the perspective on [[fiendship]] not to mention taught me a valuable lesson on empathy. I'm currently one year away from graduating from pharmacy school and the whole scene",0.00146484375,0.0025979280471801758,1.0,1.0,1.0,1486.0,"Failed"
"I'd never walked out of a movie before this one. I'd entertained the idea a couple of times, but this time I did it, snuck in to see the end of another movie, but had to come back and see the end of the Rage while I waited for my friends. They told me I didn't miss much while I was gone, either. I was generally offended by the entire movie, in such a grand way that I can't even describe it. My gut instinct told me to get myself out of the theatre. It was a visceral reaction to a [[horrible]] movie. The plot centered around the cruel actions","I'd never walked out of a movie before this one. I'd entertained the idea a couple of times, but this time I did it, snuck in to see the end of another movie, but had to come back and see the end of the Rage while I waited for my friends. They told me I didn't miss much while I was gone, either. I was generally offended by the entire movie, in such a grand way that I can't even describe it. My gut instinct told me to get myself out of the theatre. It was a visceral reaction to a [[hoerible]] movie. The plot centered around the cruel actions",0.0015317797660827637,0.013973593711853027,0.0,0.0,0.0,1177.0,"Failed"
"How important is the director, anyway? In this film, made in the politically tumultuous times of the late 60s where questions of social organization were prime conflicts, asks that question by making a movie that turns the camera away from the action and only begs to reveal the director, William Greaves. It is an [[important]] work, as it shows like no other movie shows the difficulties in blocking, organizing, and setting the scene; it reveals the role of the crew, something most directors frankly would like to disappear completely and that the invisibility of is essential for suspending disbelief; and it also puts into consideration the role of performance and","How important is the director, anyway? In this film, made in the politically tumultuous times of the late 60s where questions of social organization were prime conflicts, asks that question by making a movie that turns the camera away from the action and only begs to reveal the director, William Greaves. It is an [[imporfant]] work, as it shows like no other movie shows the difficulties in blocking, organizing, and setting the scene; it reveals the role of the crew, something most directors frankly would like to disappear completely and that the invisibility of is essential for suspending disbelief; and it also puts into consideration the role of performance and",0.004846334457397461,0.9986819624900818,1.0,0.0,1.0,2115.0,"Successful"
"If Western Union isn't exactly the real story of the construction of the Transcontinental Telegraph, it certainly does capture the spirit and [[dedication]] of the people involved with the project.<br /><br />Dean Jagger is the man in charge and one fine day he's thrown from a horse and sustains some fractured ribs. An outlaw on the run, Randolph Scott, finds Jagger and is ready to steal his horse, but changes his mind and brings Jagger to help. Later on he's hired by Western Union and works for Jagger.<br /><br />Jagger also hires a young easterner played by Robert Young who's an engineer. Young is doing one of his few loan","If Western Union isn't exactly the real story of the construction of the Transcontinental Telegraph, it certainly does capture the spirit and [[defication]] of the people involved with the project.<br /><br />Dean Jagger is the man in charge and one fine day he's thrown from a horse and sustains some fractured ribs. An outlaw on the run, Randolph Scott, finds Jagger and is ready to steal his horse, but changes his mind and brings Jagger to help. Later on he's hired by Western Union and works for Jagger.<br /><br />Jagger also hires a young easterner played by Robert Young who's an engineer. Young is doing one of his few loan",0.0013526082038879395,0.17556124925613403,1.0,1.0,1.0,1799.0,"Failed"
"Face it, folks-- ""DK3"" is more challenging, innovative, and clever than its predecessor. Challenging-- its levels are ridiculously difficult for a considerable amount of time. One especially difficult level is called ""Lightning Lookout,"" in which you may be struck by lightning at any given time. Innovative-- it opened a lot of doors. Too bad the SNES died out not long after this title. And clever-- the level names range from trademark plays-on-words (""Lake Orangatanga"") to witty references that the game's targeted audience won't get for many years to come (""Bleak's House"").<br /><br />What irks me about most people's criticism of this game mainly comes down to two words: Kiddy Kong.","Face it, folks-- ""DK3"" is more challenging, innovative, and clever than its predecessor. Challenging-- its levels are ridiculously difficult for a considerable amount of time. One especially difficult level is called ""Lightning Lookout,"" in which you may be struck by lightning at any given time. Innovative-- it opened a lot of doors. Too bad the SNES died out not long after this title. And clever-- the level names range from trademark plays-on-words (""Lake Orangatanga"") to witty references that the game's targeted audience won't get for many years to come (""Bleak's House"").<br /><br />What irks me about most people's criticism of this game mainly comes down to two words: Kiddy Kong.",0.6777642965316772,0.6777642965316772,0.0,0.0,1.0,1.0,"Skipped"
"I received this movie as a birthday gift because all of my friends know I'm a big fan of low budget Horror flicks. Kaufman Studios have always made the cheesy gory flicks that delivered. I loved to watch their films at home on rainy nights with my family...until I saw Bugged...WHAT HAPPENED?<br /><br />This Movie started out with a pretty good concept about mutating bugs and even added some slick comedy but [[overall]] the writing is just bad and that was mistake number one. Ronald K. Armstrong should learn to first be a better writer before becoming a filmmaker. After reading the Credits we discover he gave himself the most","I received this movie as a birthday gift because all of my friends know I'm a big fan of low budget Horror flicks. Kaufman Studios have always made the cheesy gory flicks that delivered. I loved to watch their films at home on rainy nights with my family...until I saw Bugged...WHAT HAPPENED?<br /><br />This Movie started out with a pretty good concept about mutating bugs and even added some slick comedy but [[oversll]] the writing is just bad and that was mistake number one. Ronald K. Armstrong should learn to first be a better writer before becoming a filmmaker. After reading the Credits we discover he gave himself the most",0.0007543563842773438,0.0009967684745788574,0.0,0.0,0.0,1678.0,"Failed"
"This is a [[haunting]] short film. Both James Franco and Rachel Miner deliver performances that hurt, ring true and stay with you. Since this is called a tragic story this isn't much of a spoiler. But I wanted to change the outcome, even though it is right for the story, because I had already come to care about these people. I can only think of a few short films that have had that effect on me. Beautifully shot, acted, edited. High caliber work all around, even to the use of just the right sound and/or music to advance the story. The end credit song finished the job, wringing even more","This is a [[haunging]] short film. Both James Franco and Rachel Miner deliver performances that hurt, ring true and stay with you. Since this is called a tragic story this isn't much of a spoiler. But I wanted to change the outcome, even though it is right for the story, because I had already come to care about these people. I can only think of a few short films that have had that effect on me. Beautifully shot, acted, edited. High caliber work all around, even to the use of just the right sound and/or music to advance the story. The end credit song finished the job, wringing even more",0.0003819465637207031,0.0034437179565429688,1.0,1.0,1.0,1472.0,"Failed"
"Thorn-BMI is out of business, before they stopped making films they made a chiller of a movie. Using E.S.P. and telekinesis as the basis of the daughter whose father mastered a terrible power. Only in the death of her father did Olivia find that her father dubbed 'Raymar' from Raymarkovitch had really murdered 6 girls and was planning two more by using the technique of Psyhic Vampirism.<br /><br />Our picture starts with 6 coroner wagons pulling in and music to match the grusome discovery of the 6 girls. Dead all with their eyes wide open in a closet. In the walls were all kinds of objects, the coroners men were","Thorn-BMI is out of business, before they stopped making films they made a chiller of a movie. Using E.S.P. and telekinesis as the basis of the daughter whose father mastered a terrible power. Only in the death of her father did Olivia find that her father dubbed 'Raymar' from Raymarkovitch had really murdered 6 girls and was planning two more by using the technique of Psyhic Vampirism.<br /><br />Our picture starts with 6 coroner wagons pulling in and music to match the grusome discovery of the 6 girls. Dead all with their eyes wide open in a closet. In the walls were all kinds of objects, the coroners men were",0.932515025138855,0.932515025138855,0.0,0.0,1.0,1.0,"Skipped"
"The [[worst]] film I have seen in the last 12 months. The plot of the story was uninteresting, the movie ended when he became gingesh khan, i always thought there happened something really interesting afterwards. i knew that Mongolia and all the areas where the movie played have beautiful landscapes but the movie didn't profit from that. The jokes where really poor. The narrator, gingesh himself, could have told a bit more about Mongolian history, traditions etc. My co-viewer knew nothing about that at all so he was a bit lost. I was so looking forward to see this film but was really disappointed after all. It was one out","The [[worqt]] film I have seen in the last 12 months. The plot of the story was uninteresting, the movie ended when he became gingesh khan, i always thought there happened something really interesting afterwards. i knew that Mongolia and all the areas where the movie played have beautiful landscapes but the movie didn't profit from that. The jokes where really poor. The narrator, gingesh himself, could have told a bit more about Mongolian history, traditions etc. My co-viewer knew nothing about that at all so he was a bit lost. I was so looking forward to see this film but was really disappointed after all. It was one out",0.0010349750518798828,0.0012794137001037598,0.0,0.0,0.0,1627.0,"Failed"
"What a great movie!! It's a touching story about four high-school friends who grow up in the 1960s. Throughout the decade, the friends are somewhat separated, but they mnnage to see each other occasionally. There are many tragedies, but there are also a lot of happy moments that make you laugh and smile. It's a heart-filled [[tale]] of life, love and friendship. Definitely a must see for drama fans.","What a great movie!! It's a touching story about four high-school friends who grow up in the 1960s. Throughout the decade, the friends are somewhat separated, but they mnnage to see each other occasionally. There are many tragedies, but there are also a lot of happy moments that make you laugh and smile. It's a heart-filled [[txle]] of life, love and friendship. Definitely a must see for drama fans.",0.0005322098731994629,0.0007588863372802734,1.0,1.0,1.0,1156.0,"Failed"
"carrot top in a full length movie, [[enough]] said. only reason this doesn't get a one is through my personal voting system of only one 1 and one 10, and this is no extreme ops. horrible god awful. there are some movies that are so bad they are unintentionally funny, then there are movies that make you physically unwell and then there are those that lead to serious contemplation of suicide. burn all copies of the movie, shoot anyone who had non creative input on this movie, torture anyone with any creative input and as for the star, there are only so many things that can be said online, but","carrot top in a full length movie, [[enogh]] said. only reason this doesn't get a one is through my personal voting system of only one 1 and one 10, and this is no extreme ops. horrible god awful. there are some movies that are so bad they are unintentionally funny, then there are movies that make you physically unwell and then there are those that lead to serious contemplation of suicide. burn all copies of the movie, shoot anyone who had non creative input on this movie, torture anyone with any creative input and as for the star, there are only so many things that can be said online, but",0.003400146961212158,0.03232604265213013,0.0,0.0,0.0,1270.0,"Failed"
"""2001: A Space Odyssey"" is set in 2001 and the main character is HAL. A computer. That's right, a computer who talks and thinks entirely on its own. This was made in 1968 and to think by 2001 it would be conceivable that computers would talk is a joke. If this was in 3064, a talking computer that had emotions and made its own decisions would be considered just as moronic as this. There is nothing in this film that provokes any kind of emotion. It provokes two reactions and one is called: sleep. It starts with nothing, but a pitch black shot for well over two minutes. Then, the","""2001: A Space Odyssey"" is set in 2001 and the main character is HAL. A computer. That's right, a computer who talks and thinks entirely on its own. This was made in 1968 and to think by 2001 it would be conceivable that computers would talk is a joke. If this was in 3064, a talking computer that had emotions and made its own decisions would be considered just as moronic as this. There is nothing in this film that provokes any kind of emotion. It provokes two reactions and one is called: sleep. It starts with nothing, but a pitch black shot for well over two minutes. Then, the",0.9972750544548035,0.9972750544548035,0.0,0.0,1.0,1.0,"Skipped"
"Two city guys are driving through Hicksville USA when a rusty monster truck suddenly appears and repeatedly attempts to run them off the road.Having picked up a mysterious blonde hitchhiker,they pull up at a truck-stop full of redneck amputees,one of whom warns them of 'the demon out there'. But they don't listen.Big mistake!""Monster Man"" by Michael Davis mixes comedy with horror surprisingly [[well]].The film borrows heavily from ""Duel"",""The Blair Witch Project"",""Jeepers Creepers"" and ""The Texas Chainsaw Massacre"".The story is pretty silly,but there is enough gore and violence to keep splatter freaks happy.I enjoyed especially the performance of Justin Urich,which offers the film its comedy relief.Still the complete lack of suspense","Two city guys are driving through Hicksville USA when a rusty monster truck suddenly appears and repeatedly attempts to run them off the road.Having picked up a mysterious blonde hitchhiker,they pull up at a truck-stop full of redneck amputees,one of whom warns them of 'the demon out there'. But they don't listen.Big mistake!""Monster Man"" by Michael Davis mixes comedy with horror surprisingly [[wll]].The film borrows heavily from ""Duel"",""The Blair Witch Project"",""Jeepers Creepers"" and ""The Texas Chainsaw Massacre"".The story is pretty silly,but there is enough gore and violence to keep splatter freaks happy.I enjoyed especially the performance of Justin Urich,which offers the film its comedy relief.Still the complete lack of suspense",0.0026627182960510254,0.9872958064079285,1.0,0.0,1.0,2302.0,"Successful"
"Latcho Drom, or Safe Journey, is the second film in Tony Gatlif's trilogy of the Romany people. The film is a visual depiction and historical record of Romany life in European and Middle Eastern countries. Even though the scenes are mostly planned, rehearsed, and staged there is not a conventional story line and the dialog does not explain activities from scene to scene. Instead, the film allows the viewer to have sometimes a glimpse, sometimes a more in-depth view of these people during different eras and in different countries, ranging from India, Egypt, Romania, Hungary, Slovakia, France, and Spain.<br /><br />The [[importance]] of music in Romany culture is clearly expressed","Latcho Drom, or Safe Journey, is the second film in Tony Gatlif's trilogy of the Romany people. The film is a visual depiction and historical record of Romany life in European and Middle Eastern countries. Even though the scenes are mostly planned, rehearsed, and staged there is not a conventional story line and the dialog does not explain activities from scene to scene. Instead, the film allows the viewer to have sometimes a glimpse, sometimes a more in-depth view of these people during different eras and in different countries, ranging from India, Egypt, Romania, Hungary, Slovakia, France, and Spain.<br /><br />The [[impotrance]] of music in Romany culture is clearly expressed",0.0036009550094604492,0.009058058261871338,1.0,1.0,1.0,2198.0,"Failed"
"Many experienced and excellent actors [[mixed]] together in an ongoing plot of an untold part of world war II on the eastern front. Characters well portrayed and unforgettable. One episode leaves you wishing for the next. Pay attention to the closing credits were the thousands of Shtrafbat battalions are listed. An untold story involving hundreds of thousands of individuals. Sometimes brutal, sometimes romantic, always filled with real people and dialog. Produced with excellent sets and camera work. Heroes and villains, criminals and priests, patriots and traitors. Portrait of people struggling to survive and overcome a most terrible time. I wish to buy a copy for my own collection so to","Many experienced and excellent actors [[mised]] together in an ongoing plot of an untold part of world war II on the eastern front. Characters well portrayed and unforgettable. One episode leaves you wishing for the next. Pay attention to the closing credits were the thousands of Shtrafbat battalions are listed. An untold story involving hundreds of thousands of individuals. Sometimes brutal, sometimes romantic, always filled with real people and dialog. Produced with excellent sets and camera work. Heroes and villains, criminals and priests, patriots and traitors. Portrait of people struggling to survive and overcome a most terrible time. I wish to buy a copy for my own collection so to",0.0003935694694519043,0.0022186636924743652,1.0,1.0,1.0,2430.0,"Failed"
"Mud and Sand is one of Stan Laurel's spoofs of the popular movies at the time, this one being of Rudolph Valentino's Blood and Sand (hence Stan being Rhubarb Vaselino). While partly inconsistent on characterization (how did he defeat those bulls in the beginning is not explained), this was mostly funny from beginning to end with one of the [[best]] sequences being a dance he does with his then common-law wife, Mae Laurel. Another funny sequence concerns his reluctance with romancing a femme fatale, Filet de Sole, while his wife, Caramel, is waiting for him that shows some glimpses of his later innocent character with Oliver Hardy. Well worth seeing","Mud and Sand is one of Stan Laurel's spoofs of the popular movies at the time, this one being of Rudolph Valentino's Blood and Sand (hence Stan being Rhubarb Vaselino). While partly inconsistent on characterization (how did he defeat those bulls in the beginning is not explained), this was mostly funny from beginning to end with one of the [[beqt]] sequences being a dance he does with his then common-law wife, Mae Laurel. Another funny sequence concerns his reluctance with romancing a femme fatale, Filet de Sole, while his wife, Caramel, is waiting for him that shows some glimpses of his later innocent character with Oliver Hardy. Well worth seeing",0.0006342530250549316,0.0015162825584411621,1.0,1.0,1.0,1836.0,"Failed"
"It seems that all companies that are enjoy with the taxes taken by [[Romania]] for picture,grant the image that disappear since 1994 .They are hardly try to get the oldest car the had founded, but they never take pictures of the Lamorghini,Ferrari,Aston Martin and all new Mercedes that are more the you can find in some important countries.<br /><br />A second problem is that they filmed in some neighborhoods in Bucharest where they had the possibility of clear the streets and put garbages on dressing people with i don't know maybe '90 clothes a making them seem so stupid that you will realize the script was maybe a second hand","It seems that all companies that are enjoy with the taxes taken by [[Rkmania]] for picture,grant the image that disappear since 1994 .They are hardly try to get the oldest car the had founded, but they never take pictures of the Lamorghini,Ferrari,Aston Martin and all new Mercedes that are more the you can find in some important countries.<br /><br />A second problem is that they filmed in some neighborhoods in Bucharest where they had the possibility of clear the streets and put garbages on dressing people with i don't know maybe '90 clothes a making them seem so stupid that you will realize the script was maybe a second hand",0.0030062198638916016,0.005428493022918701,0.0,0.0,0.0,1615.0,"Failed"
"""A research scientist is experimenting with human DNA in an attempt to create the perfect human being. His work has made it to the point where he can take a human fetus and accelerate its growth to that of an adult within a few days. His latest creation is a (spoiler omitted), but side effects from the process (spoiler omitted),"" according to the DVD sleeve's synopsis.<br /><br />""Embryo"" opens by promising: ""The film you are about to see is not all science fiction. It is based upon medical technology which currently exists for fetal growth outside the womb. It could be a possibility tomorrow or today,"" [[according]] to Dr. Charles","""A research scientist is experimenting with human DNA in an attempt to create the perfect human being. His work has made it to the point where he can take a human fetus and accelerate its growth to that of an adult within a few days. His latest creation is a (spoiler omitted), but side effects from the process (spoiler omitted),"" according to the DVD sleeve's synopsis.<br /><br />""Embryo"" opens by promising: ""The film you are about to see is not all science fiction. It is based upon medical technology which currently exists for fetal growth outside the womb. It could be a possibility tomorrow or today,"" [[accorxing]] to Dr. Charles",0.008043289184570312,0.43766021728515625,0.0,0.0,0.0,1808.0,"Failed"
"Is this a bad movie?<br /><br />Of course, what were you expecting from a movie called ""BEACH BABES FROM BEYOND""?<br /><br />It is a ""BABES in BIKINI"" movie and has no pretensions of being otherwise. Given, this is not ""A ROOM WITH A VIEW"" or ""SCHINDLER'S LIST."" If you wanted a film like ""A Room With a View"" then you would not be looking at Beach Babes from Beyond. But if you are looking for a good Babes in Bikini movie with almost no plot, this is the one for you. This flick [[delivers]] on what it promises and then some. It is pure 100% adolescent fun.<br /><br />There were","Is this a bad movie?<br /><br />Of course, what were you expecting from a movie called ""BEACH BABES FROM BEYOND""?<br /><br />It is a ""BABES in BIKINI"" movie and has no pretensions of being otherwise. Given, this is not ""A ROOM WITH A VIEW"" or ""SCHINDLER'S LIST."" If you wanted a film like ""A Room With a View"" then you would not be looking at Beach Babes from Beyond. But if you are looking for a good Babes in Bikini movie with almost no plot, this is the one for you. This flick [[deivers]] on what it promises and then some. It is pure 100% adolescent fun.<br /><br />There were",0.001885056495666504,0.9927008152008057,1.0,0.0,1.0,1212.0,"Successful"
"The movie Razor Blade Smile has an interesting title as well as leading role. Now most may not like this movie for the plot and acting was a little cheap, but that is the appeal of a movie [[like]] Razor Blade Smile. In a way it was suppose to be bad movie. <br /><br />However, if you watch this movie all the way through the end you'll see it is as I said a cheap vampire flick with a little humor. (Also how they manipulated colours in a few scenes is very interesting.) <br /><br />So in conclusion this movie is a type you rent and laugh at with your","The movie Razor Blade Smile has an interesting title as well as leading role. Now most may not like this movie for the plot and acting was a little cheap, but that is the appeal of a movie [[loke]] Razor Blade Smile. In a way it was suppose to be bad movie. <br /><br />However, if you watch this movie all the way through the end you'll see it is as I said a cheap vampire flick with a little humor. (Also how they manipulated colours in a few scenes is very interesting.) <br /><br />So in conclusion this movie is a type you rent and laugh at with your",0.0026961565017700195,0.014720439910888672,0.0,0.0,0.0,1128.0,"Failed"
"After watching this movie, I couldn't help but notice the parallels between it and another film called America 3000. Both were very bad mid 1980's post apocalypse disasters on celluloid. Obviously fake sets, wooden acting and stupid monsters are found in both films. About the only difference between the two is that the lead villainess here (played by Angelika Jager) has a very thick accent. Avoid this one unless you're watching the MST3K version. Joel and the bots [[barely]] salvage this turkey.","After watching this movie, I couldn't help but notice the parallels between it and another film called America 3000. Both were very bad mid 1980's post apocalypse disasters on celluloid. Obviously fake sets, wooden acting and stupid monsters are found in both films. About the only difference between the two is that the lead villainess here (played by Angelika Jager) has a very thick accent. Avoid this one unless you're watching the MST3K version. Joel and the bots [[bareiy]] salvage this turkey.",0.0012233853340148926,0.0028348565101623535,0.0,0.0,0.0,1369.0,"Failed"
"The first film is somewhat good to me, I enjoyed it for the most part, but I thought it was really nothing all that special. However, when compared to this mess it [[looks]] a whole heck of a lot better. Why they felt the need to make the movie is beyond me, but they should have known it could not match the acting of the first movie when they only could get Ruth Gordon back to reprise her role. The story kind of follows Rosemary's baby around and stuff, but in reality it is kind of a mess, it does not help that the movie is a television movie and","The first film is somewhat good to me, I enjoyed it for the most part, but I thought it was really nothing all that special. However, when compared to this mess it [[looms]] a whole heck of a lot better. Why they felt the need to make the movie is beyond me, but they should have known it could not match the acting of the first movie when they only could get Ruth Gordon back to reprise her role. The story kind of follows Rosemary's baby around and stuff, but in reality it is kind of a mess, it does not help that the movie is a television movie and",0.0013297796249389648,0.002455413341522217,0.0,0.0,0.0,1222.0,"Failed"
"I was ten years old when I saw Subspecies, I instantly had the hots for Michael Watson and Laura Tate, they really do have some great on-screen chemistry in the earlier parts of the movie. I ordered a copy back in 1993 from Full Moon and I learned this: Ion and Rosa, the servants, have much bigger roles in the screenplay along with the King. What most people don't know is that there was an [[alternate]] sequence that was supposed to occur in the ending scene: Michelle and Stefan get cornered into a room and Michelle has the idea for Stefan to make her a vampire to help fight off","I was ten years old when I saw Subspecies, I instantly had the hots for Michael Watson and Laura Tate, they really do have some great on-screen chemistry in the earlier parts of the movie. I ordered a copy back in 1993 from Full Moon and I learned this: Ion and Rosa, the servants, have much bigger roles in the screenplay along with the King. What most people don't know is that there was an [[aRlternate]] sequence that was supposed to occur in the ending scene: Michelle and Stefan get cornered into a room and Michelle has the idea for Stefan to make her a vampire to help fight off",0.025584816932678223,0.6341440677642822,1.0,0.0,1.0,1430.0,"Successful"
"utterly useless... having been there, done that with the subject matter i have to say this captures the clubbing atmosphere in absolutely no [[respect]]. It may have done so had the characters not just been mouthpieces for incredibly dire, unrealistic drivel. So many cringe-worthy scenes that would put The Office to shame (not a compliment to this film). It also may have helped to have some semblance of a story, a point, a message, a commentary, anything. Seriously, Kevin & Perry Go Large had more to say on the subject than this film (term used very loosely in this case). There should be minus numbers reserved for films like this.","utterly useless... having been there, done that with the subject matter i have to say this captures the clubbing atmosphere in absolutely no [[rewpect]]. It may have done so had the characters not just been mouthpieces for incredibly dire, unrealistic drivel. So many cringe-worthy scenes that would put The Office to shame (not a compliment to this film). It also may have helped to have some semblance of a story, a point, a message, a commentary, anything. Seriously, Kevin & Perry Go Large had more to say on the subject than this film (term used very loosely in this case). There should be minus numbers reserved for films like this.",0.0006899833679199219,0.001015007495880127,0.0,0.0,0.0,1704.0,"Failed"
"If you took all the stock elements of a Shrek movie (grumpy ogre, annoying donkey, cute kitty, obligatory dance number, etc.), put them in a blender and condensed it to 20 minutes, you'd have this [[mess]]. Painful to watch; I may have laughed once. The story and dialogue are rushed beyond comprehension, with the voice actors sounding like they phoned in their lines. The final reworked rendition of ""The Christmas Story"" poem felt like it was written by a committee in five minutes. And boy, a little Eddie Murphy goes a long way. With its desperate attempt to be hip and current, this show will be long outdated and forgotten","If you took all the stock elements of a Shrek movie (grumpy ogre, annoying donkey, cute kitty, obligatory dance number, etc.), put them in a blender and condensed it to 20 minutes, you'd have this [[mes]]. Painful to watch; I may have laughed once. The story and dialogue are rushed beyond comprehension, with the voice actors sounding like they phoned in their lines. The final reworked rendition of ""The Christmas Story"" poem felt like it was written by a committee in five minutes. And boy, a little Eddie Murphy goes a long way. With its desperate attempt to be hip and current, this show will be long outdated and forgotten",0.0009645223617553711,0.0015094280242919922,0.0,0.0,0.0,1779.0,"Failed"
"I can't believe that Isaiah Washington and Ice-T were in this mess! The plot (and I use that term very loosely) centers around an army of rats that terrorize an urban apartment complex--at [[least]] I think that's what it was about. The script made no sense at all, I couldn't have cared less about the characters and the camera-work consisted of repeatedly showing shadow images of rats standing on their hind legs or running. Running is what I should have done. As an African American male, I often read pleas from my brothers and sisters to ""support African American films."" I try to help out, but enough is enough. No","I can't believe that Isaiah Washington and Ice-T were in this mess! The plot (and I use that term very loosely) centers around an army of rats that terrorize an urban apartment complex--at [[last]] I think that's what it was about. The script made no sense at all, I couldn't have cared less about the characters and the camera-work consisted of repeatedly showing shadow images of rats standing on their hind legs or running. Running is what I should have done. As an African American male, I often read pleas from my brothers and sisters to ""support African American films."" I try to help out, but enough is enough. No",0.0006945133209228516,0.0008417367935180664,0.0,0.0,0.0,1687.0,"Failed"
"All you need is great house, a babysitter and a phone. Simon West directs this [[thrilling]] and chilling remake of the 1979 original. This version is more of a thriller than a horror flick. Emotionally tense with an escalating fear factor. Jill Johnson(Camilla Belle)needs to work off an excessive cell phone bill; she takes on the task of babysitting the two children of Dr. and Mrs. Mandrakis(Derek de Lint and Kate Jennings Grant). The house is a beautiful 1970ish wood and glass masterpiece. Secluded and peaceful. The kids are already in bed, the wind builds and is joined by down-pouring rain. The phone begins ringing, ringing, ringing. The babysitter is","All you need is great house, a babysitter and a phone. Simon West directs this [[thfilling]] and chilling remake of the 1979 original. This version is more of a thriller than a horror flick. Emotionally tense with an escalating fear factor. Jill Johnson(Camilla Belle)needs to work off an excessive cell phone bill; she takes on the task of babysitting the two children of Dr. and Mrs. Mandrakis(Derek de Lint and Kate Jennings Grant). The house is a beautiful 1970ish wood and glass masterpiece. Secluded and peaceful. The kids are already in bed, the wind builds and is joined by down-pouring rain. The phone begins ringing, ringing, ringing. The babysitter is",0.002782583236694336,0.9875038266181946,1.0,0.0,1.0,2079.0,"Successful"
